"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"leu","200+","November 6, 2025 at 10:40:00 PM UTC+8","November 7, 2025 at 12:20:00 AM UTC+8","leu","https://trends.google.com/trends/explore?q=leu&geo=TW&hl=en-US"
"創意","200+","November 10, 2025 at 9:50:00 AM UTC+8","November 10, 2025 at 10:20:00 AM UTC+8","創意,3443","https://trends.google.com/trends/explore?q=%E5%89%B5%E6%84%8F&geo=TW&hl=en-US"
"切爾西 對 狼隊","100+","November 9, 2025 at 7:40:00 AM UTC+8","November 9, 2025 at 9:00:00 AM UTC+8","切爾西 對 狼隊","https://trends.google.com/trends/explore?q=%E5%88%87%E7%88%BE%E8%A5%BF%20%E5%B0%8D%20%E7%8B%BC%E9%9A%8A&geo=TW&hl=en-US"
"阿叔","100+","November 9, 2025 at 11:20:00 PM UTC+8","November 10, 2025 at 12:10:00 AM UTC+8","阿叔","https://trends.google.com/trends/explore?q=%E9%98%BF%E5%8F%94&geo=TW&hl=en-US"
"遠傳","100+","November 10, 2025 at 3:40:00 AM UTC+8","November 10, 2025 at 7:10:00 AM UTC+8","遠傳","https://trends.google.com/trends/explore?q=%E9%81%A0%E5%82%B3&geo=TW&hl=en-US"
"天剛資訊","200+","November 7, 2025 at 7:30:00 AM UTC+8","November 7, 2025 at 9:50:00 AM UTC+8","天剛資訊","https://trends.google.com/trends/explore?q=%E5%A4%A9%E5%89%9B%E8%B3%87%E8%A8%8A&geo=TW&hl=en-US"
"champions league","200+","November 5, 2025 at 5:30:00 AM UTC+8","November 5, 2025 at 8:50:00 AM UTC+8","champions league","https://trends.google.com/trends/explore?q=champions%20league&geo=TW&hl=en-US"
"man city đấu với dortmund","200+","November 6, 2025 at 6:40:00 AM UTC+8","November 6, 2025 at 8:40:00 AM UTC+8","man city đấu với dortmund","https://trends.google.com/trends/explore?q=man%20city%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20dortmund&geo=TW&hl=en-US"
"怪奇物語","200+","November 8, 2025 at 1:10:00 AM UTC+8","November 8, 2025 at 4:20:00 AM UTC+8","怪奇物語","https://trends.google.com/trends/explore?q=%E6%80%AA%E5%A5%87%E7%89%A9%E8%AA%9E&geo=TW&hl=en-US"
"柯敬賢","100+","November 7, 2025 at 1:30:00 PM UTC+8","November 8, 2025 at 8:20:00 AM UTC+8","柯敬賢","https://trends.google.com/trends/explore?q=%E6%9F%AF%E6%95%AC%E8%B3%A2&geo=TW&hl=en-US"
"mamdani","200+","November 5, 2025 at 11:30:00 AM UTC+8","November 5, 2025 at 1:50:00 PM UTC+8","mamdani","https://trends.google.com/trends/explore?q=mamdani&geo=TW&hl=en-US"
"news","200+","November 7, 2025 at 9:10:00 AM UTC+8","November 7, 2025 at 1:00:00 PM UTC+8","news","https://trends.google.com/trends/explore?q=news&geo=TW&hl=en-US"
"hbo","200+","November 8, 2025 at 1:10:00 AM UTC+8","November 9, 2025 at 4:20:00 AM UTC+8","hbo","https://trends.google.com/trends/explore?q=hbo&geo=TW&hl=en-US"
"liverpool vs real madrid","200+","November 5, 2025 at 6:20:00 AM UTC+8","November 5, 2025 at 8:50:00 AM UTC+8","liverpool vs real madrid,liverpool","https://trends.google.com/trends/explore?q=liverpool%20vs%20real%20madrid&geo=TW&hl=en-US"
"鉅亨網","200+","November 7, 2025 at 6:10:00 AM UTC+8","November 7, 2025 at 8:20:00 AM UTC+8","鉅亨網,外資買賣超","https://trends.google.com/trends/explore?q=%E9%89%85%E4%BA%A8%E7%B6%B2&geo=TW&hl=en-US"
"美債","200+","November 6, 2025 at 5:40:00 AM UTC+8","November 6, 2025 at 7:50:00 AM UTC+8","美債,美債殖利率","https://trends.google.com/trends/explore?q=%E7%BE%8E%E5%82%B5&geo=TW&hl=en-US"
"peak","100+","November 9, 2025 at 12:10:00 AM UTC+8","November 9, 2025 at 2:40:00 AM UTC+8","peak","https://trends.google.com/trends/explore?q=peak&geo=TW&hl=en-US"
"印能科技","100+","November 10, 2025 at 9:20:00 AM UTC+8","November 10, 2025 at 10:00:00 AM UTC+8","印能科技","https://trends.google.com/trends/explore?q=%E5%8D%B0%E8%83%BD%E7%A7%91%E6%8A%80&geo=TW&hl=en-US"
"富邦銀行","500+","November 5, 2025 at 10:10:00 AM UTC+8","November 5, 2025 at 1:30:00 PM UTC+8","富邦銀行,台北富邦","https://trends.google.com/trends/explore?q=%E5%AF%8C%E9%82%A6%E9%8A%80%E8%A1%8C&geo=TW&hl=en-US"
"大溪花彩節","100+","November 8, 2025 at 10:10:00 AM UTC+8","November 8, 2025 at 12:00:00 PM UTC+8","大溪花彩節","https://trends.google.com/trends/explore?q=%E5%A4%A7%E6%BA%AA%E8%8A%B1%E5%BD%A9%E7%AF%80&geo=TW&hl=en-US"
"bitcoin","200+","November 5, 2025 at 4:30:00 AM UTC+8","November 5, 2025 at 10:50:00 AM UTC+8","bitcoin","https://trends.google.com/trends/explore?q=bitcoin&geo=TW&hl=en-US"
"mu stock","200+","November 7, 2025 at 5:20:00 AM UTC+8","November 7, 2025 at 8:20:00 AM UTC+8","mu stock,mu","https://trends.google.com/trends/explore?q=mu%20stock&geo=TW&hl=en-US"
"東方風能","200+","November 6, 2025 at 9:20:00 AM UTC+8","November 6, 2025 at 1:40:00 PM UTC+8","東方風能","https://trends.google.com/trends/explore?q=%E6%9D%B1%E6%96%B9%E9%A2%A8%E8%83%BD&geo=TW&hl=en-US"
"eth","200+","November 5, 2025 at 3:00:00 AM UTC+8","November 5, 2025 at 10:30:00 AM UTC+8","eth,tradingview","https://trends.google.com/trends/explore?q=eth&geo=TW&hl=en-US"
"slavia đấu với arsenal","200+","November 5, 2025 at 5:30:00 AM UTC+8","November 5, 2025 at 8:20:00 AM UTC+8","slavia đấu với arsenal","https://trends.google.com/trends/explore?q=slavia%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20arsenal&geo=TW&hl=en-US"
"林芯儀","200+","November 5, 2025 at 7:00:00 PM UTC+8","November 5, 2025 at 8:10:00 PM UTC+8","林芯儀","https://trends.google.com/trends/explore?q=%E6%9E%97%E8%8A%AF%E5%84%80&geo=TW&hl=en-US"
"2454","200+","November 7, 2025 at 9:50:00 AM UTC+8","November 7, 2025 at 11:10:00 AM UTC+8","2454","https://trends.google.com/trends/explore?q=2454&geo=TW&hl=en-US"
"cwa","100+","November 9, 2025 at 7:10:00 AM UTC+8","November 9, 2025 at 9:00:00 AM UTC+8","cwa","https://trends.google.com/trends/explore?q=cwa&geo=TW&hl=en-US"
"lol esport","100+","November 9, 2025 at 3:30:00 PM UTC+8","November 9, 2025 at 4:10:00 PM UTC+8","lol esport","https://trends.google.com/trends/explore?q=lol%20esport&geo=TW&hl=en-US"
"2337","200+","November 7, 2025 at 9:30:00 AM UTC+8","November 7, 2025 at 10:30:00 AM UTC+8","2337","https://trends.google.com/trends/explore?q=2337&geo=TW&hl=en-US"
"中原","100+","November 9, 2025 at 11:10:00 AM UTC+8","November 9, 2025 at 12:00:00 PM UTC+8","中原","https://trends.google.com/trends/explore?q=%E4%B8%AD%E5%8E%9F&geo=TW&hl=en-US"
"邱臣遠","100+","November 10, 2025 at 9:30:00 PM UTC+8","November 10, 2025 at 9:50:00 PM UTC+8","邱臣遠","https://trends.google.com/trends/explore?q=%E9%82%B1%E8%87%A3%E9%81%A0&geo=TW&hl=en-US"
"claudia sheinbaum","100+","November 5, 2025 at 10:00:00 PM UTC+8","November 6, 2025 at 9:50:00 AM UTC+8","claudia sheinbaum","https://trends.google.com/trends/explore?q=claudia%20sheinbaum&geo=TW&hl=en-US"
"bts","200+","November 6, 2025 at 7:10:00 PM UTC+8","November 6, 2025 at 8:20:00 PM UTC+8","bts","https://trends.google.com/trends/explore?q=bts&geo=TW&hl=en-US"
"金靖","100+","November 7, 2025 at 1:50:00 PM UTC+8","November 7, 2025 at 5:50:00 PM UTC+8","金靖","https://trends.google.com/trends/explore?q=%E9%87%91%E9%9D%96&geo=TW&hl=en-US"
"虎航","500+","November 5, 2025 at 10:20:00 AM UTC+8","November 5, 2025 at 11:10:00 AM UTC+8","虎航","https://trends.google.com/trends/explore?q=%E8%99%8E%E8%88%AA&geo=TW&hl=en-US"
"md11","200+","November 5, 2025 at 12:40:00 PM UTC+8","November 5, 2025 at 11:00:00 PM UTC+8","md11","https://trends.google.com/trends/explore?q=md11&geo=TW&hl=en-US"
"章若楠","100+","November 10, 2025 at 9:50:00 PM UTC+8","November 10, 2025 at 10:10:00 PM UTC+8","章若楠","https://trends.google.com/trends/explore?q=%E7%AB%A0%E8%8B%A5%E6%A5%A0&geo=TW&hl=en-US"
"jimmy butler","200+","November 5, 2025 at 1:50:00 PM UTC+8","November 5, 2025 at 3:20:00 PM UTC+8","jimmy butler","https://trends.google.com/trends/explore?q=jimmy%20butler&geo=TW&hl=en-US"
"台中市政府","200+","November 6, 2025 at 1:00:00 PM UTC+8","November 6, 2025 at 2:30:00 PM UTC+8","台中市政府","https://trends.google.com/trends/explore?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%94%BF%E5%BA%9C&geo=TW&hl=en-US"
"康寧大學","100+","November 6, 2025 at 11:50:00 PM UTC+8","November 7, 2025 at 9:30:00 AM UTC+8","康寧大學","https://trends.google.com/trends/explore?q=%E5%BA%B7%E5%AF%A7%E5%A4%A7%E5%AD%B8&geo=TW&hl=en-US"
"南亞","200+","November 7, 2025 at 9:40:00 AM UTC+8","November 7, 2025 at 12:00:00 PM UTC+8","南亞","https://trends.google.com/trends/explore?q=%E5%8D%97%E4%BA%9E&geo=TW&hl=en-US"
"豐田世紀","100+","November 9, 2025 at 10:50:00 PM UTC+8","November 9, 2025 at 11:30:00 PM UTC+8","豐田世紀","https://trends.google.com/trends/explore?q=%E8%B1%90%E7%94%B0%E4%B8%96%E7%B4%80&geo=TW&hl=en-US"
"黃瑋昕","100+","November 10, 2025 at 8:30:00 PM UTC+8","November 10, 2025 at 8:50:00 PM UTC+8","黃瑋昕","https://trends.google.com/trends/explore?q=%E9%BB%83%E7%91%8B%E6%98%95&geo=TW&hl=en-US"
"阿曼達·安尼西莫娃","100+","November 6, 2025 at 1:30:00 AM UTC+8","November 6, 2025 at 7:20:00 AM UTC+8","阿曼達·安尼西莫娃","https://trends.google.com/trends/explore?q=%E9%98%BF%E6%9B%BC%E9%81%94%C2%B7%E5%AE%89%E5%B0%BC%E8%A5%BF%E8%8E%AB%E5%A8%83&geo=TW&hl=en-US"
"周曉涵","100+","November 8, 2025 at 11:40:00 AM UTC+8","November 8, 2025 at 12:40:00 PM UTC+8","周曉涵","https://trends.google.com/trends/explore?q=%E5%91%A8%E6%9B%89%E6%B6%B5&geo=TW&hl=en-US"
"特斯拉股價","200+","November 7, 2025 at 5:50:00 AM UTC+8","November 7, 2025 at 7:30:00 AM UTC+8","特斯拉股價","https://trends.google.com/trends/explore?q=%E7%89%B9%E6%96%AF%E6%8B%89%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"華通","200+","November 7, 2025 at 9:00:00 AM UTC+8","November 7, 2025 at 10:20:00 AM UTC+8","華通","https://trends.google.com/trends/explore?q=%E8%8F%AF%E9%80%9A&geo=TW&hl=en-US"
"中國信託","1K+","November 5, 2025 at 10:00:00 AM UTC+8","November 5, 2025 at 11:00:00 AM UTC+8","中國信託","https://trends.google.com/trends/explore?q=%E4%B8%AD%E5%9C%8B%E4%BF%A1%E8%A8%97&geo=TW&hl=en-US"
"nvda stock","200+","November 7, 2025 at 6:10:00 AM UTC+8","November 7, 2025 at 7:50:00 AM UTC+8","nvda stock","https://trends.google.com/trends/explore?q=nvda%20stock&geo=TW&hl=en-US"
"inter miami vs nashville","100+","November 9, 2025 at 11:00:00 AM UTC+8","November 9, 2025 at 11:50:00 AM UTC+8","inter miami vs nashville","https://trends.google.com/trends/explore?q=inter%20miami%20vs%20nashville&geo=TW&hl=en-US"
"nasdaq","100+","November 6, 2025 at 11:30:00 PM UTC+8","November 7, 2025 at 7:20:00 AM UTC+8","nasdaq","https://trends.google.com/trends/explore?q=nasdaq&geo=TW&hl=en-US"
"al-nassr đấu với goa","100+","November 6, 2025 at 6:40:00 AM UTC+8","November 6, 2025 at 8:30:00 AM UTC+8","al-nassr đấu với goa","https://trends.google.com/trends/explore?q=al-nassr%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20goa&geo=TW&hl=en-US"
"邱議瑩","100+","November 8, 2025 at 5:30:00 PM UTC+8","November 8, 2025 at 6:20:00 PM UTC+8","邱議瑩","https://trends.google.com/trends/explore?q=%E9%82%B1%E8%AD%B0%E7%91%A9&geo=TW&hl=en-US"
"品安","200+","November 10, 2025 at 10:20:00 AM UTC+8","November 10, 2025 at 10:40:00 AM UTC+8","品安","https://trends.google.com/trends/explore?q=%E5%93%81%E5%AE%89&geo=TW&hl=en-US"
"喬納森·庫明加","200+","November 8, 2025 at 12:30:00 PM UTC+8","November 8, 2025 at 1:20:00 PM UTC+8","喬納森·庫明加","https://trends.google.com/trends/explore?q=%E5%96%AC%E7%B4%8D%E6%A3%AE%C2%B7%E5%BA%AB%E6%98%8E%E5%8A%A0&geo=TW&hl=en-US"
"詹姆斯·哈登","200+","November 5, 2025 at 12:50:00 PM UTC+8","November 5, 2025 at 2:10:00 PM UTC+8","詹姆斯·哈登","https://trends.google.com/trends/explore?q=%E8%A9%B9%E5%A7%86%E6%96%AF%C2%B7%E5%93%88%E7%99%BB&geo=TW&hl=en-US"
"米可白","200+","November 6, 2025 at 8:50:00 AM UTC+8","November 6, 2025 at 10:20:00 AM UTC+8","米可白","https://trends.google.com/trends/explore?q=%E7%B1%B3%E5%8F%AF%E7%99%BD&geo=TW&hl=en-US"
"木村拓哉","200+","November 5, 2025 at 1:10:00 PM UTC+8","November 5, 2025 at 8:30:00 PM UTC+8","木村拓哉","https://trends.google.com/trends/explore?q=%E6%9C%A8%E6%9D%91%E6%8B%93%E5%93%89&geo=TW&hl=en-US"
"金居股價","100+","November 7, 2025 at 9:30:00 AM UTC+8","November 7, 2025 at 10:40:00 AM UTC+8","金居股價","https://trends.google.com/trends/explore?q=%E9%87%91%E5%B1%85%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"kirby yates","200+","November 5, 2025 at 10:40:00 PM UTC+8","November 6, 2025 at 2:20:00 AM UTC+8","kirby yates","https://trends.google.com/trends/explore?q=kirby%20yates&geo=TW&hl=en-US"
"日經指數","200+","November 5, 2025 at 8:50:00 AM UTC+8","November 5, 2025 at 12:50:00 PM UTC+8","日經指數","https://trends.google.com/trends/explore?q=%E6%97%A5%E7%B6%93%E6%8C%87%E6%95%B8&geo=TW&hl=en-US"
"f1 巴西","100+","November 8, 2025 at 11:10:00 PM UTC+8","November 9, 2025 at 2:30:00 AM UTC+8","f1 巴西","https://trends.google.com/trends/explore?q=f1%20%E5%B7%B4%E8%A5%BF&geo=TW&hl=en-US"
"康霈","200+","November 7, 2025 at 1:30:00 PM UTC+8","November 7, 2025 at 2:20:00 PM UTC+8","康霈","https://trends.google.com/trends/explore?q=%E5%BA%B7%E9%9C%88&geo=TW&hl=en-US"
"三大法人","100+","November 7, 2025 at 3:20:00 PM UTC+8","November 7, 2025 at 4:20:00 PM UTC+8","三大法人","https://trends.google.com/trends/explore?q=%E4%B8%89%E5%A4%A7%E6%B3%95%E4%BA%BA&geo=TW&hl=en-US"
"凱文·杜蘭特","200+","November 6, 2025 at 11:30:00 AM UTC+8","November 6, 2025 at 12:40:00 PM UTC+8","凱文·杜蘭特","https://trends.google.com/trends/explore?q=%E5%87%B1%E6%96%87%C2%B7%E6%9D%9C%E8%98%AD%E7%89%B9&geo=TW&hl=en-US"
"美超微股價","200+","November 8, 2025 at 6:50:00 AM UTC+8","November 8, 2025 at 7:40:00 AM UTC+8","美超微股價,美股盤前","https://trends.google.com/trends/explore?q=%E7%BE%8E%E8%B6%85%E5%BE%AE%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"michael burry","200+","November 5, 2025 at 8:00:00 AM UTC+8","November 5, 2025 at 3:10:00 PM UTC+8","michael burry,輝達股票","https://trends.google.com/trends/explore?q=michael%20burry&geo=TW&hl=en-US"
"qwer 演唱會","200+","November 8, 2025 at 11:20:00 AM UTC+8","November 8, 2025 at 12:10:00 PM UTC+8","qwer 演唱會","https://trends.google.com/trends/explore?q=qwer%20%E6%BC%94%E5%94%B1%E6%9C%83&geo=TW&hl=en-US"
"宋芸樺","100+","November 8, 2025 at 10:50:00 PM UTC+8","November 8, 2025 at 11:30:00 PM UTC+8","宋芸樺","https://trends.google.com/trends/explore?q=%E5%AE%8B%E8%8A%B8%E6%A8%BA&geo=TW&hl=en-US"
"uefa champions league","100+","November 5, 2025 at 6:40:00 AM UTC+8","November 5, 2025 at 8:20:00 AM UTC+8","uefa champions league","https://trends.google.com/trends/explore?q=uefa%20champions%20league&geo=TW&hl=en-US"
"聯詠","100+","November 7, 2025 at 9:00:00 AM UTC+8","November 7, 2025 at 10:10:00 AM UTC+8","聯詠","https://trends.google.com/trends/explore?q=%E8%81%AF%E8%A9%A0&geo=TW&hl=en-US"
"松山機場","200+","November 6, 2025 at 7:20:00 PM UTC+8","November 6, 2025 at 8:10:00 PM UTC+8","松山機場","https://trends.google.com/trends/explore?q=%E6%9D%BE%E5%B1%B1%E6%A9%9F%E5%A0%B4&geo=TW&hl=en-US"
"qarabag vs chelsea","100+","November 6, 2025 at 6:00:00 AM UTC+8","November 6, 2025 at 7:50:00 AM UTC+8","qarabag vs chelsea","https://trends.google.com/trends/explore?q=qarabag%20vs%20chelsea&geo=TW&hl=en-US"
"tmp美國豌豆分離式蛋白","100+","November 7, 2025 at 10:30:00 PM UTC+8","November 7, 2025 at 11:30:00 PM UTC+8","tmp美國豌豆分離式蛋白","https://trends.google.com/trends/explore?q=tmp%E7%BE%8E%E5%9C%8B%E8%B1%8C%E8%B1%86%E5%88%86%E9%9B%A2%E5%BC%8F%E8%9B%8B%E7%99%BD&geo=TW&hl=en-US"
"胡瓜","100+","November 9, 2025 at 9:40:00 PM UTC+8","November 9, 2025 at 10:00:00 PM UTC+8","胡瓜","https://trends.google.com/trends/explore?q=%E8%83%A1%E7%93%9C&geo=TW&hl=en-US"
"萬國通路","200+","November 6, 2025 at 1:10:00 PM UTC+8","November 6, 2025 at 8:50:00 PM UTC+8","萬國通路","https://trends.google.com/trends/explore?q=%E8%90%AC%E5%9C%8B%E9%80%9A%E8%B7%AF&geo=TW&hl=en-US"
"小ck","200+","November 6, 2025 at 2:10:00 PM UTC+8","November 6, 2025 at 3:00:00 PM UTC+8","小ck","https://trends.google.com/trends/explore?q=%E5%B0%8Fck&geo=TW&hl=en-US"
"sandisk","100+","November 8, 2025 at 8:20:00 AM UTC+8","November 8, 2025 at 9:10:00 AM UTC+8","sandisk,sndk","https://trends.google.com/trends/explore?q=sandisk&geo=TW&hl=en-US"
"sogo週年慶","200+","November 6, 2025 at 12:40:00 PM UTC+8","November 6, 2025 at 1:30:00 PM UTC+8","sogo週年慶","https://trends.google.com/trends/explore?q=sogo%E9%80%B1%E5%B9%B4%E6%85%B6&geo=TW&hl=en-US"
"那斯達克指數","100+","November 7, 2025 at 5:50:00 AM UTC+8","November 7, 2025 at 7:10:00 AM UTC+8","那斯達克指數","https://trends.google.com/trends/explore?q=%E9%82%A3%E6%96%AF%E9%81%94%E5%85%8B%E6%8C%87%E6%95%B8&geo=TW&hl=en-US"
"陳傑憲","200+","November 5, 2025 at 8:30:00 PM UTC+8","November 5, 2025 at 9:40:00 PM UTC+8","陳傑憲,林岱安","https://trends.google.com/trends/explore?q=%E9%99%B3%E5%82%91%E6%86%B2&geo=TW&hl=en-US"
"richart","100+","November 7, 2025 at 10:30:00 AM UTC+8","November 7, 2025 at 11:20:00 AM UTC+8","richart","https://trends.google.com/trends/explore?q=richart&geo=TW&hl=en-US"
"金融展","100+","November 8, 2025 at 1:10:00 PM UTC+8","November 8, 2025 at 2:00:00 PM UTC+8","金融展,金融博覽會","https://trends.google.com/trends/explore?q=%E9%87%91%E8%9E%8D%E5%B1%95&geo=TW&hl=en-US"
"亞倫·威金斯","200+","November 6, 2025 at 2:10:00 PM UTC+8","November 6, 2025 at 2:50:00 PM UTC+8","亞倫·威金斯","https://trends.google.com/trends/explore?q=%E4%BA%9E%E5%80%AB%C2%B7%E5%A8%81%E9%87%91%E6%96%AF&geo=TW&hl=en-US"
"舒華","100+","November 6, 2025 at 7:30:00 PM UTC+8","November 6, 2025 at 8:40:00 PM UTC+8","舒華","https://trends.google.com/trends/explore?q=%E8%88%92%E8%8F%AF&geo=TW&hl=en-US"
"精成科","100+","November 6, 2025 at 12:50:00 PM UTC+8","November 6, 2025 at 1:50:00 PM UTC+8","精成科","https://trends.google.com/trends/explore?q=%E7%B2%BE%E6%88%90%E7%A7%91&geo=TW&hl=en-US"
"王義川","100+","November 7, 2025 at 5:50:00 PM UTC+8","November 7, 2025 at 6:40:00 PM UTC+8","王義川","https://trends.google.com/trends/explore?q=%E7%8E%8B%E7%BE%A9%E5%B7%9D&geo=TW&hl=en-US"
"吳念庭","100+","November 5, 2025 at 8:40:00 PM UTC+8","November 5, 2025 at 9:30:00 PM UTC+8","吳念庭","https://trends.google.com/trends/explore?q=%E5%90%B3%E5%BF%B5%E5%BA%AD&geo=TW&hl=en-US"
"麵屋一燈","100+","November 5, 2025 at 10:30:00 PM UTC+8","November 5, 2025 at 11:40:00 PM UTC+8","麵屋一燈","https://trends.google.com/trends/explore?q=%E9%BA%B5%E5%B1%8B%E4%B8%80%E7%87%88&geo=TW&hl=en-US"
"東元股價","100+","November 7, 2025 at 9:30:00 AM UTC+8","November 7, 2025 at 10:10:00 AM UTC+8","東元股價","https://trends.google.com/trends/explore?q=%E6%9D%B1%E5%85%83%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"邱鋒澤","100+","November 7, 2025 at 9:00:00 PM UTC+8","November 7, 2025 at 9:30:00 PM UTC+8","邱鋒澤","https://trends.google.com/trends/explore?q=%E9%82%B1%E9%8B%92%E6%BE%A4&geo=TW&hl=en-US"
"宅配通","100+","November 8, 2025 at 10:10:00 AM UTC+8","November 8, 2025 at 10:50:00 AM UTC+8","宅配通","https://trends.google.com/trends/explore?q=%E5%AE%85%E9%85%8D%E9%80%9A&geo=TW&hl=en-US"
"費城半導體","200+","November 7, 2025 at 6:10:00 AM UTC+8","November 7, 2025 at 7:10:00 AM UTC+8","費城半導體","https://trends.google.com/trends/explore?q=%E8%B2%BB%E5%9F%8E%E5%8D%8A%E5%B0%8E%E9%AB%94&geo=TW&hl=en-US"
"美金","500+","November 7, 2025 at 10:20:00 AM UTC+8","November 7, 2025 at 10:40:00 AM UTC+8","美金","https://trends.google.com/trends/explore?q=%E7%BE%8E%E9%87%91&geo=TW&hl=en-US"
"高鐵訂票","200+","November 8, 2025 at 12:30:00 AM UTC+8","November 8, 2025 at 12:50:00 AM UTC+8","高鐵訂票,高鐵票","https://trends.google.com/trends/explore?q=%E9%AB%98%E9%90%B5%E8%A8%82%E7%A5%A8&geo=TW&hl=en-US"
"tsm stock","100+","November 7, 2025 at 6:40:00 AM UTC+8","November 7, 2025 at 7:40:00 AM UTC+8","tsm stock","https://trends.google.com/trends/explore?q=tsm%20stock&geo=TW&hl=en-US"
"bbc","100+","November 9, 2025 at 3:20:00 PM UTC+8","November 9, 2025 at 3:40:00 PM UTC+8","bbc","https://trends.google.com/trends/explore?q=bbc&geo=TW&hl=en-US"
"台新","200+","November 5, 2025 at 10:00:00 AM UTC+8","November 5, 2025 at 10:50:00 AM UTC+8","台新","https://trends.google.com/trends/explore?q=%E5%8F%B0%E6%96%B0&geo=TW&hl=en-US"
"全家霜淇淋","200+","November 5, 2025 at 7:10:00 PM UTC+8","November 5, 2025 at 7:40:00 PM UTC+8","全家霜淇淋,全家便利商店,7-11咖啡","https://trends.google.com/trends/explore?q=%E5%85%A8%E5%AE%B6%E9%9C%9C%E6%B7%87%E6%B7%8B&geo=TW&hl=en-US"
"大量","100+","November 5, 2025 at 10:40:00 AM UTC+8","November 5, 2025 at 11:40:00 AM UTC+8","大量","https://trends.google.com/trends/explore?q=%E5%A4%A7%E9%87%8F&geo=TW&hl=en-US"
"tsm","100+","November 7, 2025 at 6:30:00 AM UTC+8","November 7, 2025 at 7:10:00 AM UTC+8","tsm","https://trends.google.com/trends/explore?q=tsm&geo=TW&hl=en-US"
"萊德光電","100+","November 6, 2025 at 9:20:00 AM UTC+8","November 6, 2025 at 10:10:00 AM UTC+8","萊德光電","https://trends.google.com/trends/explore?q=%E8%90%8A%E5%BE%B7%E5%85%89%E9%9B%BB&geo=TW&hl=en-US"
"leu stock","100+","November 6, 2025 at 11:00:00 PM UTC+8","November 6, 2025 at 11:40:00 PM UTC+8","leu stock","https://trends.google.com/trends/explore?q=leu%20stock&geo=TW&hl=en-US"
"中纖","100+","November 6, 2025 at 12:20:00 PM UTC+8","November 6, 2025 at 2:00:00 PM UTC+8","中纖","https://trends.google.com/trends/explore?q=%E4%B8%AD%E7%BA%96&geo=TW&hl=en-US"
"cocomi","100+","November 5, 2025 at 1:10:00 PM UTC+8","November 5, 2025 at 2:10:00 PM UTC+8","cocomi","https://trends.google.com/trends/explore?q=cocomi&geo=TW&hl=en-US"
"大賣空","100+","November 5, 2025 at 9:30:00 AM UTC+8","November 5, 2025 at 10:30:00 AM UTC+8","大賣空","https://trends.google.com/trends/explore?q=%E5%A4%A7%E8%B3%A3%E7%A9%BA&geo=TW&hl=en-US"
"บ้านผลบอล","100+","November 5, 2025 at 5:40:00 AM UTC+8","November 5, 2025 at 8:00:00 AM UTC+8","บ้านผลบอล","https://trends.google.com/trends/explore?q=%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9C%E0%B8%A5%E0%B8%9A%E0%B8%AD%E0%B8%A5&geo=TW&hl=en-US"
"木村拓哉","100+","November 7, 2025 at 9:50:00 PM UTC+8","November 7, 2025 at 10:20:00 PM UTC+8","木村拓哉","https://trends.google.com/trends/explore?q=%E6%9C%A8%E6%9D%91%E6%8B%93%E5%93%89&geo=TW&hl=en-US"
"psg đấu với bayern","100+","November 5, 2025 at 7:30:00 AM UTC+8","November 5, 2025 at 8:30:00 AM UTC+8","psg đấu với bayern","https://trends.google.com/trends/explore?q=psg%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20bayern&geo=TW&hl=en-US"
"緯創股價","100+","November 7, 2025 at 12:40:00 PM UTC+8","November 7, 2025 at 1:30:00 PM UTC+8","緯創股價","https://trends.google.com/trends/explore?q=%E7%B7%AF%E5%89%B5%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"珊瑚媽祖","100+","November 5, 2025 at 7:10:00 PM UTC+8","November 5, 2025 at 8:10:00 PM UTC+8","珊瑚媽祖,南方澳進安宮","https://trends.google.com/trends/explore?q=%E7%8F%8A%E7%91%9A%E5%AA%BD%E7%A5%96&geo=TW&hl=en-US"
"大研生醫","100+","November 8, 2025 at 10:20:00 AM UTC+8","November 8, 2025 at 10:50:00 AM UTC+8","大研生醫","https://trends.google.com/trends/explore?q=%E5%A4%A7%E7%A0%94%E7%94%9F%E9%86%AB&geo=TW&hl=en-US"
"tlt","100+","November 5, 2025 at 5:50:00 AM UTC+8","November 5, 2025 at 7:10:00 AM UTC+8","tlt","https://trends.google.com/trends/explore?q=tlt&geo=TW&hl=en-US"
"元大證券","100+","November 7, 2025 at 9:20:00 AM UTC+8","November 7, 2025 at 9:50:00 AM UTC+8","元大證券","https://trends.google.com/trends/explore?q=%E5%85%83%E5%A4%A7%E8%AD%89%E5%88%B8&geo=TW&hl=en-US"
